LAB_ID,LATITUDE,LONGITUDE,TYPE,NAME,ATTRIBUTE,GEOL_AGE,STRUCT_SRC,Strat Unit or Age at Total Depth,Series/System,Formation,Member,TOC %,S1 (mg HC/g rock),S2 (mg HC/g rock),S3 (mg CO2/g rock),Tmax (degC),HI ((S2/TOC)*100),OI ((S3/TOC)*100),S2/S3,(S1/TOC)*100,PI (S1/(S1+S2)),S1+S2,Calculated %Ro,Number of %Ro Readings,Total Sample %Ro,Number of Indigenous %Ro Readings,Indigenous %Ro (mean),%Ro Standard Deviation,%Ro Mean Corrected for Suppression,TAI Color,Thermal Alteration Index (TAI),Amorphous Debris %,Finely Disseminated Organic Matter %,Herbaceous Plant Debris %,Woody Plant Debris %,Coaly Fragments %,Algal Debris %,Palynomorphs %,Preservation in Source Material,Recovery from Source Material,Indigenous Vitrinite %,Caved Vitrinite %,Recycled/Oxidized Vitrinite %,Inertinite %,Solid Bitumen %,Amorphous Kerogen %,Kerogen Composition Comments,CAI Min,CAI Max ,CAI Field Number,USGS ID Number,Strat Unit Sampled for Mineralogy,Quartz %,Feldspar %,Carbonate %,Illite/Smectite %,Illite %,Kaolinite %,Chlorite %,Pyrite %,Other Minerals %,Total Clay %,LOI %,,,,,
,41.012225,-78.92385,,,,,,Helderberg Group,Middle Devonian,Marcellus Shale,,3.86,0.63,0.57,0.14,318,15,4,4.07,16,0.53,1.2,,,,3,1.55,,,,,,,,,,,,,,,,,,,,,,,,PA5601,Marcellus Shale,29,2,5,9,38,2,6,9,0,55,3.67,,,,,
,40.941589,-78.809402,,,,,,,Middle Devonian,Marcellus Shale,,3.71,0.83,0.48,0.53,350,13,14,0.91,22,0.63,1.31,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.092005,-80.281924,,,,,,,Middle Devonian,Marcellus Shale,,4.54,3.26,6.94,0.48,440,153,11,14.46,72,0.32,10.2,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.130304,-75.991468,,,,,,,Middle Devonian,Marcellus Shale,,0.82,0.19,0.22,0.34,444,27,41,0.65,23,0.46,0.41,,,,24,5.04,,,,,,,,,,,,,,1,tr,1,tr,1,97,,,,,PA7001,Marcellus Shale,33,3,6,0,32,7,15,3,0,54,0.508,,,,,
,41.293342,-76.647236,,,,,,Keyser Limestone,Middle Devonian,Marcellus Shale,,2.74,0.21,0.04,0.08,,1,3,0.5,8,0.84,0.25,,,,6,2.46,,,,,,,,,,,,,,,,,,,,,,,,PA6501,Marcellus Shale,34,4,0,6,39,2,8,4,1,56,3.12,,,,,
,41.434313,-77.203863,,,,,,,Middle Devonian,Marcellus Shale,,3.07,0.81,0.96,0.7,365,31,23,1.37,26,0.46,1.77,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.871976,-78.618396,,,,,,,Middle Devonian,Marcellus Shale,,2.86,1.03,1.79,0.43,454,63,15,4.16,36,0.37,2.82,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.328611,-80.141389,,,,,,,Middle Devonian,Marcellus Shale,,5.01,2.7,11.35,0.33,434,227,7,34.39,54,0.19,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.328611,-80.141389,,,,,,,Middle Devonian,Marcellus Shale,,3.36,2.05,6.79,0.5,436,202,15,13.58,61,0.23,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.864295,-76.680043,,,,,,,Middle Devonian,Marcellus Shale,,6.2,1.22,0.47,0.81,416,8,13,0.58,20,0.72,1.69,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.449257,-74.92423,,,,,,Port Ewan Shale,Middle Devonian,Marcellus Shale,,2.28,0.25,0.44,0.3,363,19,13,1.47,11,0.36,0.69,,,,21,5.04,,,,,,,,,,,,,,,,,,,,,,,,PA61,Marcellus Shale,31,2,13,8,26,3,13,4,1,50,1.53,,,,,
,41.449166,-74.924618,,,,,,,Middle Devonian,Marcellus Shale,,1.16,0.41,0.51,0.32,392,44,28,1.59,35,0.45,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.619714,-77.917118,,,,,,Salina Group,Middle Devonian,Marcellus Shale,,3.48,0.54,0.54,0.11,353,16,3,4.91,16,0.5,1.08,,,,75,1.82,,,,,,,,,,,,,,,,,,,,,,,,PA5701,Marcellus Shale,27,2,5,8,42,2,6,8,0,58,3.06,,,,,
,41.892176,-77.894254,,,,,,,Middle Devonian,Marcellus Shale,,4.87,1.55,1.55,0.65,361,32,13,2.38,32,0.5,3.1,,,,31,2.84,,,,,,,,,,,,,,1,tr,tr,tr,10,89,,,,,PA7401,Marcellus Shale,32,2,12,0,36,3,6,8,1,45,4,,,,,
,41.489294,-77.774453,,,,,,,Middle Devonian,Marcellus Shale,,3.43,0.43,0.35,0.51,345,10,15,0.69,13,0.55,0.78,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.808626,-77.157871,,,,,,,Middle Devonian,Marcellus Shale,,4.76,0.99,1.15,0.78,349,24,16,1.47,21,0.46,2.14,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.107233,-79.088804,,,,,,Helderberg Group,Middle Devonian,Marcellus Shale,,2.75,0.85,0.41,0.32,307,15,12,1.28,31,0.67,1.26,,,,26,1.89,,,,,,,,,,,,,,,,,,,,,,,,PA5301,Marcellus Shale,34,3,6,8,34,2,6,7,1,50,2.9,,,,,
,40.221994,-79.040106,,,,,,,Middle Devonian,Marcellus Shale,,5.07,1.27,1.39,0.79,371,27,16,1.76,25,0.48,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.535081,-76.5503,,,,,,Ridgeley Sandstone,Middle Devonian,Marcellus Shale,,3.54,1.09,0.44,0.71,357,12,20,0.62,31,0.71,1.53,,,,32,3.87,,,,,,,,,,,,,,1,tr,tr,tr,10,89,,,,,PA7501,Marcellus Shale,33,5,7,0,34,2,3,15,1,39,2.89,,,,,
,41.535081,-76.5503,,,,,,Ridgeley Sandstone,Middle Devonian,Marcellus Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA7601,Marcellus Shale,36,4,4,0,37,3,7,8,1,48,2.49,,,,,
,41.352082,-76.515843,,,,,,,Middle Devonian,Marcellus Shale,,3.41,1.31,0.86,0.39,377,25,11,2.21,38,0.6,2.17,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.917646,-76.031245,,,,,,,Middle Devonian,Marcellus Shale,,3.94,1.02,0.47,0.72,361,12,18,0.65,26,0.68,1.49,,,,31,2.9,,,,,,,,,,,,,,1,,1,tr,15,83,,,,,PA6901,Marcellus Shale,37,4,10,0,34,1,3,6,0,38,3.33,,,,,
,41.777666,-75.697828,,,,,,,Middle Devonian,Marcellus Shale,,1.76,0.48,0.2,0.36,407,11,20,0.56,27,0.71,0.68,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.925244,-77.268667,,,,,,Ridgeley Sandstone,Middle Devonian,Marcellus Shale,,4.12,0.65,0.25,0.4,385,6,10,0.63,16,0.72,0.9,,,,9,1.62,,,,,,,,,,,,,,,,,,,,,,,,PA5401,Marcellus Shale,35,2,5,7,37,0,8,7,0,52,2.66,,,,,
,41.629346,-77.298292,,,,,,,Middle Devonian,Marcellus Shale,,3.72,0.92,0.85,0.55,403,23,15,1.55,25,0.52,1.77,,,,26,3.49,,,,,,,,,,,,,,1,tr,tr,tr,10,89,,,,,PA7301,Marcellus Shale,39,3,9,0,30,3,7,9,0,40,2.84,,,,,
,41.689397,-77.546975,,,,,,,Middle Devonian,Marcellus Shale,,4.68,1.79,2.61,1.14,400,56,24,2.29,38,0.41,4.4,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.414253,-79.809124,,,,,,Queenston Shale,Middle Devonian,Marcellus Shale,,3.54,2.92,7.28,0.03,444,206,1,242.67,82,0.29,10.2,,,,15,0.93,,,,,,,,,,,,,,,,,,,,,,,,PA6301,Marcellus Shale,29,1,3,1,46,3,10,6,1,60,3.02,,,,,
,41.414195,-79.809348,,,,,,,Middle Devonian,Marcellus Shale,,4.6,3.78,7.48,0.43,436,163,9,17.4,82,0.34,11.26,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.9206,-79.552689,,,,,,,Middle Devonian,Marcellus Shale,,1.92,1.34,4.36,0.43,438,227,22,10.14,70,0.24,5.7,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.85524,-79.269454,,,,,,,Middle Devonian,Marcellus Shale,,3.99,2.3,6.51,0.56,437,163,14,11.63,58,0.26,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.079013,-80.350272,,,,,,Helderberg Group,Middle Devonian,Marcellus Shale,,2.22,0.66,0.66,0.07,472,30,3,9.43,30,0.5,1.32,,,,22,1.18,,,,,,,,,,,,,,,,,,,,,,,,PA6401,Marcellus Shale,28,1,30,15,15,2,5,5,2,37,2.06,,,,,
,40.098108,-80.143093,,,,,,,Middle Devonian,Marcellus Shale,,3.35,1.72,1.8,0.57,374,54,17,3.16,51,0.49,3.52,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.664551,-75.446852,,,,,,Marcellus Shale,Middle Devonian,Marcellus Shale,,0.44,0.06,0.04,0.12,,9,27,0.33,14,0.6,0.1,,,,16,5.18,,,,,,,,,,,,,,,,,,,,,,,,PA6201,Marcellus Shale,49,5,0,6,20,4,16,0,0,46,0.264,,,,,
,41.682124,-75.18076,,,,,,,Middle Devonian,Marcellus Shale,,1.86,0.49,0.29,0.43,354,16,23,0.67,26,0.63,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.416665,-79.310997,,,,,,Ridgeley Sandstone,Middle Devonian,Marcellus Shale,,4.01,0.57,0.23,0.37,,6,9,0.62,14,0.71,0.8,,,,10,2.65,,,,,,,,,,,,,,,,,,,,,,,,PA5201,Marcellus Shale,28,1,24,6,29,0,4,8,2,39,3.69,,,,,
,40.170749,-79.430377,,,,,,,Middle Devonian,Marcellus Shale,,4.2,1.62,0.44,0.59,356,10,14,0.75,39,0.79,2.06,,,,30,3.19,,,,,,,,,,,,,,1,tr,tr,tr,15,84,,,,,PA7101,Marcellus Shale,40,1,13,2,28,1,3,9,3,34,4.49,,,,,
,41.558627,-76.080761,,,,,,,Middle Devonian,Marcellus Shale,,0.42,0.33,0.08,0.2,354,19,48,0.4,79,0.8,0.41,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.73062,-80.002661,,,,,,,Middle Devonian,Millboro Shale,,1.92,0.05,0.03,0.16,348,2,8,,,0.63,0.08,,,,100,2.7,,,,3.6-3.8,,,,,,,,,,,,,,,,,,,,VA4605,Millboro Shale,51,2,0,0,35,3,0,2,4,38,1.92,,,,,
,37.73062,-80.00266,,,,,,,Middle Devonian,Millboro Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA4601 ,Millboro Shale,45,2,0,0,42,2,0,0,4,43,2.11,,,,,
,37.73062,-80.00266,,,,,,,Middle Devonian,Millboro Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA4602,Millboro Shale,54,2,0,0,38,0,0,0,5,38,2.06,,,,,
,37.73062,-80.00266,,,,,,,Middle Devonian,Millboro Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA4603,Millboro Shale,59,2,0,0,34,0,0,0,5,34,2.31,,,,,
,37.73062,-80.00266,,,,,,,Middle Devonian,Millboro Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA4604,Millboro Shale,63,2,0,0,28,0,0,0,6,28,3.05,,,,,
,37.73062,-80.00266,,,,,,,Middle Devonian,Millboro Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA4606,Millboro Shale,42,2,0,0,35,4,5,0,13,43,0,,,,,
,37.73062,-80.00266,,,,,,,Middle Devonian,Millboro Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA4607,Millboro Shale,54,1,0,0,32,3,0,2,5,35,3.24,,,,,
,37.73062,-80.00266,,,,,,,Middle Devonian,Millboro Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA4608,Millboro Shale,57,1,0,0,28,6,0,0,7,34,3.05,,,,,
,38.069874,-79.622247,,,,,,,Middle Devonian,Millboro Shale,,1.52,0.67,0.4,0.31,346,26,20,1.29,44,0.63,,,,,20,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.693168,-79.779674,,,,,,Cambrian,Middle Devonian,Millboro Shale,,0.15,0.01,0.09,0.51,482,60,342,0.18,7,0.1,,,40,2.66,29,2.58,0.11,,,,50,,50,,,,,good,,45,,5,tr,,50,,,,,VA4701,Millboro Shale,38,1,1,0,27,8,22,0,2,57,0.11,,,,,
,37.693168,-79.779674,,,,,,Cambrian,Middle Devonian,Millboro Shale,,1.33,0.16,0.16,0.1,446,12,8,1.6,12,0.5,,,40,3.04,14,2.7,0.1,,,,95,,5,,,,,good,,1,,3,1,,95,,,,,VA4702,Millboro Shale,46,2,2,0,26,5,14,4,0,46,1.08,,,,,
,37.693168,-79.779674,,,,,,Cambrian,Middle Devonian,Millboro Shale,,0.37,0.05,0.13,0.21,555,36,58,0.62,14,0.28,,,28,2.86,12,2.71,0.14,,,,98,,2,,,,,good,,1,,1,tr,,98,ostracodes?,,,,VA4703,Millboro Shale,37,1,8,0,28,5,16,4,0,49,0.53,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.7,0.05,0.04,0.34,516,2,20,0.12,3,0.56,,,40,1.78,14,1.47,0.08,,,,98,,2,,,,,fair-to-poor,,tr,,2,2,tr,96,,,,,VA5001,Millboro Shale,43,2,0,0,42,2,5,3,1,49,2.25,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.79,0.13,0.08,0.58,504,4,32,0.14,7,0.61,,,24,1.73,7,1.4,0.06,,,,98,,2,,,,,fair-to-poor,,tr,,2,2,tr,96,,,,,VA5002,Millboro Shale,49,3,0,0,37,2,1,4,3,40,2.5,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.93,0.03,0.2,0.52,542,10,27,0.38,2,0.14,,,40,2.51,6,1.39,0.08,,,,98,,2,,,,,good,,1,,1,1,1,96,,,,,VA5003,Millboro Shale,42,2,0,0,50,0,0,0,4,50,2.4,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,2.01,0.05,0.09,0.55,541,4,27,0.16,3,0.37,,,40,2.47,8,1.44,0.08,,,,98,,2,,,,,good,,1,,1,2,1,95,,,,,VA5004,Millboro Shale,43,2,0,0,47,1,1,3,2,48,2.38,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.92,0.02,0.1,0.68,544,5,35,0.15,1,0.17,,,24,1.7,7,1.42,0.07,,,,98,,2,,,,,fair-to-poor,,tr,,2,3,1,94,,,,,VA5005,Millboro Shale,41,3,0,0,52,0,0,0,4,52,2.28,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.67,0.03,0.04,0.48,389,2,29,0.08,2,0.43,,,34,1.85,12,1.65,0.09,,,,98,,2,,,,,fair-to-poor,,tr,,2,2,1,95,,,,,VA5006,Millboro Shale,40,2,0,0,53,0,0,1,3,53,2.3,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.9,0.07,0.07,0.58,405,4,31,0.12,4,0.5,,,40,1.87,29,2.27,0.08,,,,99,,1,,,,,fair-to-poor,,tr,,1,2,1,96,,,,,VA5007,Millboro Shale,48,3,0,0,36,2,3,4,1,40,2,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.75,0.03,0.05,0.44,511,3,25,0.11,2,0.38,,,35,1.85,16,2.35,0.09,,,,97,,3,,,,,fair-to-poor,,tr,,3,3,1,93,,,,,VA5008,Millboro Shale,42,2,0,0,43,1,2,3,1,47,1.5,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.79,0.05,0.08,0.21,549,4,12,0.38,3,0.39,,,40,2.23,24,2.32,0.1,,,,97,,3,,,,,good,,1,,2,3,1,93,,,,,VA5009,Millboro Shale,42,3,0,0,46,1,1,4,3,47,1.67,,,,,
,37.72182,-79.7977,,,,,,,Middle Devonian,Millboro Shale,,1.89,0.1,0.09,0.14,471,5,7,0.64,5,0.53,,,24,2.46,29,2.35,0.1,,,,98,,2,,,,,good,,1,,1,2,1,95,pyritized hollow spines,,,,VA5010,Millboro Shale,46,2,0,2,34,4,6,5,0,46,1.69,,,,,
,37.693168,-79.779674,,,,,,,Middle Devonian,Millboro Shale,,0.84,0.27,0.15,0.15,337,18,18,1,32,0.64,,,,,26,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.693168,-79.779674,,,,,,,Middle Devonian,Millboro Shale,,0.44,0.1,0.09,0.1,359,20,23,0.9,23,0.53,,,,,32,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.693168,-79.779674,,,,,,,Middle Devonian,Millboro Shale,,0.45,0.08,0.07,0.09,384,16,20,0.78,18,0.53,,,,,30,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.124129,-82.109327,,,,,,Ohio Shale,Upper Devonian,Ohio Shale,Huron Member,1.44,0.04,0.01,0.13,423,1,9,0.08,3,0.81,,,40,1.98,39,1.98,0.1,,"DBDG?, DGBL?","3.7?, 4?",93,,,,,,,,good,1,,tr,1,5,93,,,,,VA4101,(lower) Huron Member of Ohio Shale,48,3,2,0,27,2,12,5,2,40,1.2,,,,,
,37.319531,-82.276214,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,3.44,2.59,0.97,0.28,456,28,8,3.46,75,0.73,,1.05,40,1.96,35,1.99,0.11,,"DBDG?, DGBL?","3.7?, 4?",91,5,4,,,,,good,good,4,tr,tr,1,2,93,,,,,VA0601,(lower) Huron Member of Ohio Shale,42,3,1,0,29,2,12,8,2,43,3.66,,,,,
,37.319531,-82.276214,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0602,(lower) Huron Member of Ohio Shale,44,3,2,0,28,2,10,8,3,40,3.54,,,,,
,37.319531,-82.276214,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0603,(lower) Huron Member of Ohio Shale,42,2,2,0,31,2,12,8,2,44,2.96,,,,,
,37.319531,-82.276214,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0604,(lower) Huron Member of Ohio Shale,43,3,2,0,28,2,11,9,2,41,3.43,,,,,
,37.319531,-82.276214,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0605,(lower) Huron Member of Ohio Shale,44,4,2,0,33,2,9,6,2,43,4.01,,,,,
,37.319531,-82.276214,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0606,(lower) Huron Member of Ohio Shale,41,3,1,0,34,2,12,6,2,47,3.75,,,,,
,37.319531,-82.276214,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0607,(lower) Huron Member of Ohio Shale,42,3,2,0,33,2,10,7,2,45,3.82,,,,,
,37.470214,-82.031129,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,2.14,0.14,0.4,0.09,481,19,4,4.44,6,0.25,,,40,1.56,33,1.59,0.11,,DBDG?,3.7?,91,,,,,,,,good,1,tr,1,tr,7,91,,,,,VA3401,(lower) Huron Member of Ohio Shale,41,3,1,0,33,2,14,5,1,48,2.1,,,,,
,37.495333,-82.015497,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,3.12,0.46,0.97,0.13,478,31,4,7.46,15,0.32,,,40,1.68,36,1.68,0.12,,DBDG?,3.7?,82,,,,,,,,good,1,tr,1,1,15,82,,,,,VA3601,(lower) Huron Member of Ohio Shale,41,2,2,0,31,2,13,6,3,46,3.4,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,1.95,0.83,0.23,0.32,335,12,16,0.72,43,0.78,,-1,40,2.1,37,2.11,0.12,,"DBDG?, DGBL?",3.7?. 4?,93,3,4,,,,,good,good,4,tr,tr,1,3,92,,,,,VA0501,(lower) Huron Member of Ohio Shale,42,3,1,0,32,2,13,5,2,48,1.93,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0502,(lower) Huron Member of Ohio Shale,39,1,0,0,39,2,8,6,5,49,2.44,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0503,(lower) Huron Member of Ohio Shale,40,3,1,0,30,2,17,5,0,50,0.57,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0504,(lower) Huron Member of Ohio Shale,44,2,1,0,28,2,16,5,0,46,0.888,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0505,(lower) Huron Member of Ohio Shale,38,3,1,0,33,2,17,4,0,53,0.067,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0506,(lower) Huron Member of Ohio Shale,44,2,0,0,37,1,7,4,3,45,2.24,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0507,(lower) Huron Member of Ohio Shale,40,3,4,0,32,2,11,6,2,45,3.08,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0508,(lower) Huron Member of Ohio Shale,45,2,1,0,30,2,11,6,2,43,3.26,,,,,
,37.384924,-82.076673,,,,,,Onondaga Limestone,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0509,(lower) Huron Member of Ohio Shale,45,3,1,0,34,1,8,6,2,43,2.93,,,,,
,37.470214,-82.031129,,,,,,Onondaga Limestone,Middle Devonian,Marcellus Shale,,2.44,0.18,0.51,0.37,430,21,15,1.38,7,0.26,,,40,1.72,36,1.7,0.12,,DBDG?,3.7?,92,,,,,,,,good,1,tr,1,1,5,92,,,,,VA3501,Marcellus Shale,36,3,2,0,35,2,13,9,0,49,2.3,,,,,
,37.242329,-81.948143,,,,,,,Devonian,,,0.82,0.36,0.07,0.24,337,9,29,0.29,44,0.84,,,,,21,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.242329,-81.948143,,,,,,,Devonian,,,2.37,0.9,0.32,0.26,335,14,11,1.23,38,0.74,,,,,8,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.414944,-81.993327,,,,,,,Devonian,,,0.71,0.48,0.77,0.35,371,108,49,2.2,68,0.38,,,,,30,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.414944,-81.993327,,,,,,,Devonian,,,0.75,0.44,0.59,0.35,363,79,47,1.69,59,0.43,,,,,26,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.414944,-81.993327,,,,,,,Devonian,,,0.42,0.18,0.26,0.36,421,62,86,0.72,43,0.41,,,,,24,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.414944,-81.993327,,,,,,,Devonian,,,1.3,0.94,0.53,0.46,363,41,35,1.15,72,0.64,,,,,26,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.414944,-81.993327,,,,,,,Devonian,,,0.2,0.43,0.16,0.37,387,80,185,0.43,,0.73,,,,,16,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.414944,-81.993327,,,,,,,Lower Mississippian,Sunbury Shale,,1.44,1.42,0.43,0.45,329,30,31,0.96,,0.77,,,,,33,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.247022,-82.185901,,,,,,,Devonian,,,2.15,4.01,4.85,0.67,409,226,31,7.24,187,0.45,,,,,30,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.247022,-82.185901,,,,,,,Devonian,,,1.79,0.74,0.32,0.26,396,18,15,1.23,41,0.7,,,,,6,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.247022,-82.185901,,,,,,,Lower Mississippian,Sunbury Shale,,3.72,0.59,0.5,0.63,445,13,17,0.79,16,0.54,,,,,26,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.136581,-82.076192,,,,,,,Devonian,,,4.4,1.07,0.54,0.5,329,12,11,1.08,24,0.66,,,,,31,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.136581,-82.076192,,,,,,,Devonian,,,1.49,0.51,0.35,0.23,369,23,15,1.52,34,0.59,,,,,15,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.136581,-82.076192,,,,,,,Lower Mississippian,Sunbury Shale,,1.15,0.18,0.31,0.28,424,27,24,1.11,16,0.37,,,,,18,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.184167,-77.98866,,,,,,,Lower Ordovician,Stonehenge Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5,4-1-91R,,,,,,,,,,,,,,,,,,
