LAB_ID,LATITUDE,LONGITUDE,TYPE,NAME,ATTRIBUTE,GEOL_AGE,STRUCT_SRC,Strat Unit or Age at Total Depth,Series/System,Formation,Member,TOC %,S1 (mg HC/g rock),S2 (mg HC/g rock),S3 (mg CO2/g rock),Tmax (degC),HI ((S2/TOC)*100),OI ((S3/TOC)*100),S2/S3,(S1/TOC)*100,PI (S1/(S1+S2)),S1+S2,Calculated %Ro,Number of %Ro Readings,Total Sample %Ro,Number of Indigenous %Ro Readings,Indigenous %Ro (mean),%Ro Standard Deviation,%Ro Mean Corrected for Suppression,TAI Color,Thermal Alteration Index (TAI),Amorphous Debris %,Finely Disseminated Organic Matter %,Herbaceous Plant Debris %,Woody Plant Debris %,Coaly Fragments %,Algal Debris %,Palynomorphs %,Preservation in Source Material,Recovery from Source Material,Indigenous Vitrinite %,Caved Vitrinite %,Recycled/Oxidized Vitrinite %,Inertinite %,Solid Bitumen %,Amorphous Kerogen %,Kerogen Composition Comments,CAI Min,CAI Max ,CAI Field Number,USGS ID Number,Strat Unit Sampled for Mineralogy,Quartz %,Feldspar %,Carbonate %,Illite/Smectite %,Illite %,Kaolinite %,Chlorite %,Pyrite %,Other Minerals %,Total Clay %,LOI %,,,,,
,40.30645,-81.77984,,,,,,,Upper Ordovician,,,4.85,4.3,11.84,,488,,,,,0.34,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,41.45681,-81.68865,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,41.39057,-84.32483,,,,,,,Upper Ordovician,,,1.82,0.88,4.26,,435,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.32389,-84.71398,,,,,,,Upper Ordovician,,,1.32,2.29,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.31713,-84.63199,,,,,,,Upper Ordovician,,,1.32,0.84,2.23,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.3427,-84.54353,,,,,,,Upper Ordovician,,,1.3,0.84,2.34,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.339395,-83.03671,,,,,,,Upper Devonian,Ohio Shale,Huron Member,8.82,1.96,41.7,0.55,429,473,6,76,22,0.04,10.78,,,,38,0.35,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.17441,-82.7739,,,,,,,Upper Ordovician,,,2,1.43,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.17981,-82.79912,,,,,,,Upper Ordovician,,,1.77,1.76,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.30593,-82.96589,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,41.32648,-82.72042,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,41.30246,-82.39853,,,,,,,Upper Ordovician,,,1.55,0.55,4.56,,435,294,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.395941,-82.544856,,,,,,,Upper Devonian,Ohio Shale,Huron Member,5.8,1.44,25.85,0.4,429,446,7,65,25,0.05,7.24,,,,35,0.45,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.805136,-82.805922,,,,,,,Upper Devonian,Ohio Shale,Huron Member,4.92,0.52,17.96,0.48,428,365,10,37,11,0.03,5.44,,,,37,0.41,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.61015,-82.77238,,,,,,,Upper Ordovician,,,2.02,0.69,10,,436,495,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.716954,-82.380445,,,,,,,Upper Devonian,Ohio Shale,Huron Member,5.95,3.03,29.01,0.57,432,488,10,51,51,0.09,8.98,,,,52,0.44,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.80375,-82.5476,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1+,,,,,,,,,,,,,,,,,,,,
,39.4459,-83.45169,,,,,,,Upper Ordovician,,,0.72,0.11,3.1,,432,430,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.49782,-83.41733,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1+,,,,,,,,,,,,,,,,,,,,
,39.98863,-83.08232,,,,,,,Upper Ordovician,,,1.38,0.51,4.86,,440,352,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.996905,-82.805554,,,,,,,Upper Devonian,Ohio Shale,Huron Member,7.32,2.04,36.31,0.42,433,496,6,86,28,0.05,9.36,,,,32,0.44,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.63963,-84.21088,,,,,,,Upper Ordovician,,,1.5,1.32,2.74,,,194,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,1+,,,,,,,,,,,,,,,,,,,,
,41.63078,-84.12306,,,,,,,Upper Ordovician,,,1.68,1.28,5,,451,332,,,,0.4,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.67812,-84.34265,,,,,,,Upper Ordovician,,,1.8,0.75,3.95,,440,219,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.65131,-84.0901,,,,,,,Upper Ordovician,,,1.5,1.07,1.56,,,104,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,41.61694,-84.01929,,,,,,,Upper Ordovician,,,1.91,0.91,5.03,,451,263,,,,0.21,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.65433,-84.11197,,,,,,,Upper Ordovician,,,1.79,1.08,4.72,,449,372,,,,0.31,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.58709,-84.06775,,,,,,,Upper Ordovician,,,1.77,1.33,4.83,,451,462,,,,0.27,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.896551,-82.247142,,,,,,Clinton Formation,Upper Devonian,Ohio Shale,Huron Member,2.46,1.33,9.36,0.45,426,380,18,21,54,0.12,10.69,0.51,13,0.61,10,0.53,0.06,,"YO, O","2, 2.3",100,tr,tr,,,,tr,good,good,tr,tr,tr,1,,99,"palynomorphs, acritarchs?",,,,OH9400,(lower) Huron Member of Ohio Shale,39,2,1,0,34,4,13,4,1,52,2.75,,,,,
,38.751848,-82.363237,,,,,,,Upper Devonian,Ohio Shale,Huron Member,2.49,0.46,7.59,0.22,431,254,7,35,18,0.06,2.95,,,,33,0.47,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.07028,-81.65835,,,,,,,Upper Ordovician,,,2.14,2.17,4.17,,453,204,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.07036,-81.63742,,,,,,Queenston Shale,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,3.59,2.2,12.81,0.39,439,357,11,33,61,0.15,15.01,0.74,21,0.7,16,0.63,0.08,,"O, OB","2.3, 2.7",98,tr,2,,,,tr,good,good,1,tr,1,1,tr,97,"palynomorphs, acritarchs",,,,OH9600,Rhinestreet Shale Member of West Falls Formation,47,3,1,0,31,2,8,7,1,40,3.63,,,,,
,40.044282,-81.483592,,,,,,Medina Group,Upper Devonian,Ohio Shale,Huron Member,1.1,0.62,2.07,0.34,439,188,31,6,56,0.23,2.69,0.74,17,0.7,13,0.65,0.07,,"O, OB","2.3, 2.7",99,tr,1,,,,tr,good,good,1,tr,tr,tr,,99,"palynomorphs, acritarchs, spores, Tasmanites?",,,,OH9500,(lower) Huron Member of Ohio Shale,41,3,1,0,29,5,17,4,0,51,1.2,,,,,
,39.96355,-81.68878,,,,,,,Upper Ordovician,,,2.27,2.03,4.33,,438,190,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.010018,-81.424686,,,,,,,Upper Devonian,Ohio Shale,Huron Member,2.92,0.69,7.47,0.49,432,256,17,15,24,0.08,3.61,,,,49,0.45,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.75056,-83.52813,,,,,,,Upper Ordovician,,,0.99,0.16,2.86,,439,288,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.261946,-80.966172,,,,,,Rose Run Sandstone,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.8,0.35,0.79,0.45,447,99,56,2,44,0.31,1.14,0.89,34,1.04,23,0.95,0.07,,"LB?, B?","3?, 3.3?",97,1,2,,,,,good,good,1,tr,1,1,,97,,,,,OH9700,Rhinestreet Shale Member of West Falls Formation,37,2,3,0,34,3,18,3,1,55,0.812,,,,,
